User_id,Game_id
445,343120
448,806930
448,610180
448,549790
449,946010
449,809340
450,556260
450,936950
450,749150
450,559200
450,269270
451,687760
452,485260
452,595460
453,823840
454,224000
455,561450
456,24410
456,973860
456,958130
456,308560
457,389270
457,503550
458,410890
458,963150
459,443020
459,918060
459,375450
460,486370
460,545700
461,814420
462,482920
462,299030
463,615340
463,595460
466,540770
467,288840
467,497860
469,566200
469,579760
469,589410
471,1007480
472,291860
473,867620
473,771400
474,650720
476,905380
477,972850
478,529820
479,814920
479,230760
480,375850
481,3700
481,703180
482,996380
482,925470
483,568470
483,412010
483,987370
485,693830
486,1051810
486,267530
487,305800
488,297110
489,786620
489,504420
489,393770
490,37230
492,537590
492,576120
493,258910
493,726880
493,290470
494,55040
495,833770
497,583930
498,487120
498,16900
499,905350
499,493340
501,15960
502,1020340
503,874840
507,378660
507,870150
509,637940
509,779250
510,587430
510,1060440
510,436150
511,302570
511,404080
511,377450
513,787960
513,223220
513,684580
513,475490
513,108500
513,871480
514,513770
514,1035860
515,525370
516,461040
516,686490
516,739810
516,418460
517,8320
518,244590
518,391440
518,693650
518,836400
518,542220
519,688200
519,839460
520,870200
520,700780
520,556920
521,720630
522,15200
522,278970
522,32370
525,618590
526,517910
528,923130
528,819400
528,664510
529,493580
529,870180
530,818410
530,864960
530,914180
531,9980
531,276890
532,239030
532,766430
532,546100
533,381640
533,417980
534,537130
535,682340
536,673900
536,838440
537,708850
538,637670
540,461910
541,689350
541,340070
541,907620
541,563680
542,24980
543,402340
543,618540
543,576470
544,445980
544,316140
544,353190
545,761760
545,629040
545,9850
546,476430
546,454720
547,749780
547,377290
549,963000
550,364200
551,820610
551,895170
552,39690
552,820380
552,502150
553,674890
553,859820
554,601620
554,777590
554,555520
554,270150
555,674310
555,500920
556,655600
557,537540
558,1026820
558,987230
560,701100
560,508200
560,489900
560,685200
561,723820
563,592270
563,508540
564,504920
565,589080
566,825620
567,998470
567,528550
568,650860
569,758880
569,1010410
569,504400
570,287260
570,566380
570,1010240
570,881230
571,857710
572,668630
573,346140
573,337890
573,222730
574,691420
574,533080
575,856610
575,292620
576,292480
576,948470
576,766000
577,738730
577,794300
577,234330
577,804610
578,449300
578,297590
578,354400
581,752600
581,249570
582,517930
583,604450
584,708310
585,1032660
585,206690
587,558660
587,869780
588,855630
588,960130
588,879430
589,538710
589,35320
590,935030
591,949420
591,878810
591,787990
592,1006470
592,754510
593,529910
595,580940
596,373440
597,804430
597,240970
597,568920
598,960700
598,755340
599,408340
599,810580
599,1060440
599,757630
600,342190
600,706130
601,982700
601,657700
601,899760
602,501790
602,914170
602,693250
603,923840
605,655000
605,291170
611,437880
612,328930
614,839540
614,962060
615,293680
615,622300
616,445950
617,374630
618,712770
618,916620
619,432540
619,880550
620,811250
621,535490
621,434870
621,860350
621,619290
621,546790
623,841990
623,263060
625,589080
625,551570
626,966450
627,642600
627,673580
627,373390
627,556920
628,643960
628,341260
629,385270
631,780350
631,364800
632,774331
633,797640
634,1011510
634,600330
635,223810
635,791180
636,327670
636,860160
636,447820
639,761410
641,961190
641,752850
643,751220
643,489440
644,774411
644,522700
644,523190
645,25620
647,931630
647,747540
648,750870
648,740000
649,502410
649,932500
649,938210
650,754620
650,438220
650,1048920
651,873040
653,765400
655,776100
655,431280
655,340800
657,242780
658,433750
658,711480
659,786490
659,1011760
659,735530
660,782190
660,603040
660,273730
660,321870
661,550360
662,327500
662,386970
662,920660
662,350540
663,712390
663,779730
664,766070
664,695960
664,800310
665,257750
666,494320
666,547310
667,296930
667,916880
668,470470
668,1001070
669,701380
670,234370
670,597030
670,398920
670,314250
671,758980
671,927580
671,645440
671,629730
672,385270
672,767600
673,555210
674,703600
674,31890
676,11040
676,644710
676,521280
676,80000
678,873230
678,1300
679,375170
679,905180
680,854120
680,332530
681,486120
682,825350
682,732160
683,893480
683,244830
683,289480
683,781320
683,773951
684,777430
684,857740
685,287200
687,354740
687,704440
688,459470
689,678410
689,711130
689,612070
690,617680
691,868390
691,368610
691,287960
692,839520
692,756150
693,1036820
693,916700
693,374450
694,1051130
695,536950
696,747340
696,802920
696,236850
696,530160
698,668970
698,582530
699,890110
699,628560
699,436360
699,673000
699,1013400
699,295670
703,447920
703,606060
703,254840
705,1019630
705,1031580
706,401690
706,1029840
707,988890
708,681530
709,567670
710,1031290
712,24400
713,338830
714,294230
714,959030
715,528110
715,726300
715,975410
715,753570
716,393750
716,752000
717,440800
717,269590
718,763230
718,439460
719,873050
721,499560
721,746110
723,887750
724,338180
724,394280
725,407810
725,517710
726,398670
726,668520
726,992750
726,34030
726,1063060
727,591790
727,646050
727,825310
727,409520
728,781630
728,818140
728,447990
729,517620
732,576730
733,705500
733,706390
734,783940
734,582290
734,498570
736,404590
736,34820
736,335570
737,636480
737,65740
737,726830
737,372210
739,694440
739,835040
740,257050
740,912390
741,508440
743,686610
743,451900
744,298930
744,393950
744,1041500
744,386200
745,553440
745,348470
746,580630
746,46830
748,780760
748,746860
748,883070
749,475550
750,340200
750,907220
751,306930
751,858320
751,589470
752,454530
752,900020
752,347250
753,931700
753,1044170
753,458710
754,1044350
754,856490
754,432480
754,375210
755,839170
756,527720
756,982580
757,975240
758,338110
759,772200
759,663120
759,448670
760,314160
761,1200
762,341390
762,771430
763,914200
763,523650
763,755600
764,794760
764,961740
765,949060
766,847580
767,949370
767,542110
768,346950
768,722620
771,441790
772,412440
772,1002270
774,611760
774,325860
774,577270
775,496510
776,748940
776,622320
777,487020
777,773330
777,666010
778,940800
778,613450
780,533320
780,495050
781,657560
782,829420
782,343430
782,576060
783,983840
783,693250
784,702510
784,267130
785,718840
785,773510
786,358200
786,397940
786,744720
787,374510
788,538390
788,718330
788,1029630
789,543160
790,431910
790,224500
791,275490
791,39190
791,711350
792,968980
793,507490
793,311120
793,712650
793,790080
794,578830
794,490370
794,296300
794,311940
795,920670
795,990060
796,529100
797,829630
798,33670
798,533170
798,340330
800,535850
801,667040
801,702890
803,870450
804,684940
804,794390
805,497710
806,360640
806,486500
807,958280
807,719410
807,262590
808,842470
809,877070
809,250320
809,822840
810,650760
812,389220
812,450110
813,814380
813,439910
815,298480
816,819560
816,567620
816,260040
816,658750
817,730620
818,409420
819,563200
820,253960
823,753960
823,510240
824,1045130
824,799120
824,571430
825,546050
826,334410
826,70500
826,305660
826,821100
827,566800
827,553680
830,411530
830,320090
832,307070
832,604010
832,425670
833,492800
833,539190
833,224300
834,680550
834,429600
835,802890
835,287100
836,891590
836,718990
837,831770
837,477180
837,412600
838,717710
838,796320
839,680480
839,838380
839,375320
840,719410
841,418610
842,602090
842,522890
843,925900
843,570500
843,723090
843,785680
844,1021700
845,416200
845,495680
846,673540
846,366180
848,990640
848,371390
849,989490
850,722040
850,1029630
850,314410
850,332620
851,333880
851,319400
852,767960
852,390910
853,970810
853,394430
854,443370
855,410150
855,514170
855,757720
855,493790
855,333540
855,693580
855,966450
857,396060
857,370590
857,795950
858,524050
858,550740
858,830980
859,808190
860,765840
861,873930
862,446030
862,898590
862,218040
862,582330
862,887800
863,451570
864,449150
865,360730
865,350610
866,727850
866,293440
868,897950
868,655710
868,439460
870,809050
871,627450
872,911270
872,547050
873,483850
873,973860
874,607860
874,618210
874,366800
874,337950
875,914260
875,682490
876,498990
876,448160
877,558810
877,462770
877,663110
879,874770
880,406290
880,566910
881,682920
881,639960
881,929810
881,970530
882,847600
885,604450
885,937980
885,331580
887,552440
888,631980
888,386690
889,366290
890,745890
890,281450
891,496690
891,678830
892,697630
892,881190
892,462620
893,1000110
893,814590
894,739720
895,1007360
895,527240
895,767310
895,411630
896,334410
896,369030
897,370920
897,434650
897,930940
899,276240
899,888480
899,846120
900,364200
900,492830
900,575990
901,664040
901,381140
901,812860
902,775570
902,452440
902,551930
903,574690
905,1020390
906,531110
906,402560
906,592990
907,403560
908,748420
909,905200
909,883630
910,710610
910,370770
911,392450
911,506150
912,676120
912,396900
913,575060
914,510500
915,1003320
916,1024790
916,318740
917,744940
917,530300
918,939520
918,852880
918,818640
919,459410
919,508550
920,295590
920,282640
920,400170
921,306630
922,564160
922,1022010
923,292280
923,571660
925,208520
925,871580
926,918530
926,982050
926,747910
927,783210
928,818640
928,246580
928,388500
928,291170
928,377140
929,502770
929,970200
929,611390
929,530350
930,801490
931,298520
932,284710
932,462620
933,847580
933,246580
933,337350
934,15620
935,4470
936,777860
938,596870
938,808100
939,614460
939,1033580
940,284140
942,310970
942,661420
942,710090
943,489070
943,781950
943,315130
943,1024670
944,375930
944,816260
944,207710
944,530830
945,911640
946,374950
946,721090
947,438560
947,682790
948,429280
948,460750
949,575670
949,307430
950,416370
950,1017480
950,646440
950,575710
951,947430
951,990250
951,562460
951,499910
952,693090
952,861960
953,255960
954,881520
955,773570
955,689040
955,248610
958,27940
959,693440
961,916130
961,592990
962,31920
962,804610
962,436340
963,397950
964,46400
964,842290
965,638830
966,897290
966,744430
967,450630
967,1018900
967,750420
968,331510
968,927080
968,856650
969,210230
969,837280
969,600330
970,940630
970,718730
970,995720
970,670230
972,530860
973,291930
974,654430
974,291190
974,1039380
974,893470
974,831980
975,288830
976,522050
976,992490
976,802360
976,218510
977,825450
978,783600
979,97330
979,266050
980,983150
981,696020
981,398140
982,654850
983,605410
983,700450
986,315330
986,699010
987,587180
987,65790
987,412640
989,985540
990,652700
991,683690
991,469980
993,256460
993,634340
993,561120
993,522220
994,629840
995,264400
995,727070
996,1009910
996,524050
996,809470
997,729740
997,200550
998,764300
998,512770
998,854450
998,744720
999,724030
999,386770
999,737390
999,928620
999,200260
1000,708630
1000,577690
1000,435530
1000,711660
1001,385220
1002,349150
1002,1018930
1003,250420
1004,1018130
1004,350880
1005,860090
1006,1002830
1006,391560
1006,453390
1007,577940
1007,558410
1008,451060
1008,670610
1009,627450
1009,822720
1011,36210
1011,534550
1012,628900
1012,919170
1014,852080
1014,1033880
1015,705670
1015,521990
1015,1027550
1016,1002830
1016,298240
1017,507120
1017,722290
1017,896240
1018,501500
1018,202710
1018,736420
1018,895940
1019,492370
1019,65270
1019,233470
1020,839280
1021,801770
1021,581300
1022,398460
1022,555820
1022,860220
1022,396010
1022,206250
1023,996050
1023,541350
1023,628120
1023,878290
1024,720850
1024,371700
1024,286750
1025,427880
1026,530360
1027,612160
1028,959540
1029,686440
1029,699010
1030,772480
1030,586130
1031,446790
1032,965300
1032,375600
1032,804620
1032,670850
1033,819640
1033,362350
1033,518130
1034,365290
1035,848610
1036,560960
1036,718810
1036,893140
1037,807920
1038,92700
1038,610110
1038,659180
1040,625780
1042,531660
1042,368720
1043,568780
1044,356160
1044,715520
1044,349950
1046,755920
1046,575710
1047,415890
1047,1014450
1047,582430
1048,33130
1049,818350
1049,621090
1049,200130
1050,736510
1051,655010
1051,884660
1051,631990
1052,795680
1052,524430
1052,355520
1053,336240
1054,991430
1055,589470
1056,804970
1056,382360
1056,526290
1056,951020
1056,747310
1058,771240
1058,679080
1059,244070
1059,787040
1060,888260
1060,387990
1060,1000830
1060,817630
1061,297100
1061,575990
1061,531190
1062,657050
1063,280010
1063,611390
1064,709670
1064,392720
1064,911010
1065,973060
1065,356130
1065,696040
1067,483770
1067,402340
1069,505120
1069,929730
1069,312300
1070,58560
1070,327140
1070,354920
1071,454030
1071,16200
1071,275100
1073,593670
1074,762480
1075,786910
1078,510000
1078,785920
1078,355370
1078,26900
1080,666060
1081,789670
1081,755340
1082,492870
1083,510930
1083,313830
1085,289380
1085,766500
1086,625320
1087,836350
1087,422870
1088,629770
1088,951050
1089,871100
1089,816590
1090,567340
1090,300550
1090,747930
1091,738560
1091,540550
1092,510790
1092,747360
1092,826660
1093,738480
1094,578900
1095,927270
1097,897420
1097,582430
1097,290340
1098,307930
1098,423600
1099,686550
1100,238630
1100,398940
1100,906170
1100,283230
1100,715980
1102,1008800
1104,666070
1104,545280
1104,795100
1104,696710
1106,678190
1107,861740
1107,878380
1108,326410
1108,989910
1109,1029860
1109,492800
1109,345640
1109,792480
1110,663690
1110,294750
1111,302290
1112,564950
1112,266090
1112,806020
1112,912580
1112,361550
1113,37300
1114,392620
1114,727110
1115,792680
1116,346200
1116,1018580
1116,767110
1117,253770
1117,592300
1118,938630
1118,739940
1118,761130
1118,809580
1118,251810
1119,251230
1119,884990
1120,908350
1120,449160
1121,341700
1122,712890
1122,274310
1122,282680
1122,108710
1124,811910
1124,604140
1124,343930
1125,607780
1126,268500
1127,260430
1128,869760
1128,378720
1128,492370
1128,305740
1128,778900
1130,396260
1131,570420
1131,317250
1131,887440
1132,362310
1132,863570
1132,253330
1132,482890
1133,729930
1133,919610
1134,25890
1136,305840
1137,1034260
1137,803520
1137,600290
1139,340270
1139,739200
1140,297290
1140,819060
1141,370460
1141,1001860
1142,1000080
1142,341460
1144,658250
1144,283660
1144,262510
1145,405710
1146,428510
1146,262190
1146,416200
1147,208580
1147,765390
1147,848630
1148,465190
1148,949150
1148,838980
1150,495600
1151,419990
1151,636740
1152,559100
1152,712870
1153,843360
1153,302260
1154,611160
1155,376520
1155,464800
1157,606860
1157,898680
1158,347080
1158,591010
1160,543430
1160,830980
1160,274190
1161,839230
1162,377280
1163,686510
1163,774711
1164,779240
1164,870020
1164,365980
1167,270570
1168,989000
1168,650860
1168,36100
1169,837500
1170,703040
1171,565550
1171,913850
1172,872400
1173,890070
1173,10
1174,839280
1174,385860
1175,738920
1176,531540
1177,410290
1177,593560
1178,228760
1179,386880
1179,493820
1179,602480
1180,314760
1180,316790
1181,420100
1181,433000
1184,970710
1184,531530
1185,494100
1186,691580
1188,212110
1190,385590
1191,342100
1191,840180
1191,509610
1191,514170
1191,1016350
1192,721470
1193,867920
1194,930600
1194,552120
1195,778400
1196,436400
1198,538680
1198,288790
1198,801250
1198,483820
1199,688060
1202,343440
1202,441830
1202,676620
1202,937050
1203,308560
1203,813540
1203,967060
1203,510830
1204,704850
1207,522010
1208,504460
1208,864020
1208,695980
1208,282760
1209,683620
1210,861400
1210,485650
1213,874770
1216,800550
1216,9000
1216,708340
1217,385830
1217,296510
1218,689880
1218,407900
1218,536800
1220,246920
1220,359810
1221,792660
1221,942250
1221,438480
1222,845290
1222,656140
1223,344810
1223,594410
1224,622270
1225,660070
1226,1009900
1226,401800
1227,361890
1227,281060
1227,363970
1227,221810
1228,917760
1228,943170
1228,749730
1229,404510
1230,419480
1230,891920
1230,852630
1231,440470
1232,573270
1234,858040
1234,545820
1235,683910
1235,328100
1235,291690
1236,681900
1236,727170
1237,709670
1237,827290
1239,688500
1240,664450
1241,677060
1242,461040
1243,411080
1245,1051250
1245,743230
1248,748800
1248,862990
1248,389900
1248,434680
1248,866310
1249,744940
1249,367700
1250,507340
1252,1036840
1252,288100
1253,232790
1254,800620
1254,409440
1254,985640
1254,656220
1255,839620
1255,911640
1255,538680
1256,394360
1256,528930
1256,681380
1257,1006430
1259,817120
1260,624630
1260,732520
1260,22100
1260,552880
1261,258200
1261,442780
1262,347160
1262,203210
1263,383270
1264,915080
1264,41400
1265,583760
1266,691130
1267,467780
1268,993360
1268,593490
1268,888260
1268,843440
1269,929530
1269,304950
1271,847450
1272,373140
1272,973240
1274,732810
1275,642660
1275,750710
1275,830620
1276,495300
1276,726510
1277,330470
1278,564420
1279,596380
1280,620650
1280,417110
1280,694520
1281,465450
1281,415270
1282,503160
1283,509250
1283,541370
1284,671310
1284,673480
1286,527900
1287,747340
1287,553690
1288,994520
1289,563330
1289,410490
1291,513930
1291,340200
1293,405010
1293,963910
1293,664110
1294,738080
1294,260080
1295,411680
1295,387450
1295,443890
1296,835690
1296,17410
1297,795070
1297,571230
1297,968350
1298,403070
1298,497940
1300,740810
1303,805770
1303,895470
1305,369640
1306,509210
1308,912190
1309,771130
1309,895430
1310,413470
1310,622470
1311,428060
1312,978470
1312,591580
1313,864200
1313,17710
1315,940290
1315,392370
1315,933920
1317,517340
1317,726870
1317,873320
1317,446570
1318,431030
1318,322910
1318,1022610
1319,271860
1319,587070
1321,577560
1321,479040
1322,518030
1323,449500
1324,650990
1324,852810
1324,281410
1324,558850
1325,515570
1326,402980
1327,23420
1329,283180
1329,211440
1329,430190
1329,822600
1330,843210
1331,692630
1331,703500
1331,746890
1331,420660
1332,913840
1332,873200
1334,337880
1334,657010
1335,711660
1336,787240
1336,386750
1336,483850
1336,358380
1336,647900
1337,835490
1337,646150
1337,244090
1339,428880
1340,944810
1341,877960
1342,836080
1342,381780
1342,893070
1342,426630
1343,446850
1344,656880
1345,742120
1345,965940
1346,445430
1347,812550
1348,280520
1348,1035490
1348,923130
1348,552610
1349,935880
1350,500440
1350,690710
1350,366860
1352,320670
1353,880560
1354,413150
1355,1047160
1356,508900
1357,1027890
1357,289070
1358,402150
1359,680340
1359,341150
1359,395520
1361,793630
1362,502420
1362,672260
1363,997950
1364,314220
1364,744400
1365,965940
1365,947580
1366,269470
1366,783140
1366,578740
1366,971070
1367,816590
1368,871200
1368,681330
1368,991140
1369,574440
1369,848630
1370,1022180
1370,604340
1370,982100
1371,427680
1372,704880
1373,536470
1373,201210
1373,787690
1374,538050
1374,820480
1375,461040
1376,675950
1377,284990
1377,985280
1378,933290
1378,656400
1378,914170
1378,7940
1380,863660
1381,589290
1381,756420
1381,400910
1381,491730
1382,290320
1382,750020
1383,942760
1383,654240
1383,227380
1385,446610
1385,351720
1388,617590
1388,810420
1388,425410
1389,440
1389,765690
1389,1044350
1390,850450
1390,487020
1391,683760
1391,705240
1391,849900
1391,344500
1392,650760
1394,475550
1394,667210
1395,459830
1396,821100
1396,862520
1396,529000
1396,761030
1398,588710
1400,896180
1400,7520
1400,819160
1401,242920
1401,684300
1402,412620
1402,517320
1402,397320
1402,587210
1403,509170
1404,961110
1406,485290
1407,733550
1408,626640
1409,436320
1409,596280
1410,629650
1410,242780
1410,547980
1410,265590
1410,642650
1412,445230
1412,429830
1412,340190
1412,523650
1413,666120
1413,506870
1414,384180
1415,432980
1415,688200
1415,205070
1418,331450
1418,494090
1418,568470
1418,572020
1419,833150
1419,1035260
1420,787390
1420,691130
1421,754400
1421,667060
1422,508410
1422,1027930
1424,716710
1425,785130
1425,704680
1425,403700
1425,761070
1425,466010
1425,1002020
1427,438490
1427,915060
1429,322980
1429,454430
1430,595260
1430,327930
1432,3920
1432,598810
1432,736180
1432,839370
1434,425650
1434,876110
1434,947960
1435,1049230
1435,237890
1437,571630
1437,554810
1438,906880
1438,864520
1438,951450
1438,588800
1439,566700
1439,740550
1439,984720
1440,502990
1441,390030
1441,307110
1441,760970
1441,798610
1442,1032090
1442,409460
1442,794480
1442,496340
1443,399230
1443,340070
1443,869290
1444,924810
1444,916950
1445,781380
1445,467350
1445,506960
1447,839340
1447,443800
1447,707320
1448,611640
1448,242700
1449,576750
1449,980830
1449,377900
1449,816120
1450,838270
1451,361200
1452,299050
1452,286480
1452,357890
1453,460190
1454,371510
1454,653530
1454,491790
1455,676680
1456,761480
1457,694440
1458,442070
1458,531920
1458,353330
1458,496730
1458,628760
1458,610310
1459,583150
1459,411610
1460,490950
1460,337490
1461,826430
1462,60700
1462,829260
1462,612880
1463,347080
1464,586750
1465,37600
1465,370660
1465,575550
1466,375770
1466,550930
1466,570890
1466,500870
1466,372820
1467,645730
1469,705500
1469,303510
1470,491420
1470,976560
1470,677850
1471,862130
1471,16450
1472,24790
1472,716640
1472,506930
1472,294710
1472,905130
1473,445770
1473,849680
1474,470740
1474,367000
1475,645730
1475,316890
1475,662210
1475,413040
1475,36210
1476,939520
1476,766630
1476,389330
1477,467810
1477,766460
1478,63110
1479,709790
1479,658610
1479,391210
1480,279160
1480,474810
1480,793410
1481,795140
1482,449700
1482,859610
1483,869660
1483,98400
1484,450540
1485,458200
1486,12500
1486,489020
1486,464690
1488,356260
1488,824450
